Quadra;Bairro;Latitude;longitude;Espécie;nome comum;Hábito;PAP;Altura;Estado geral;;;
14;Centro;6959886;209976;Ligustrum lucidum ;Legusto;Árvore;0.3;5.01;Regular;;;
14;Centro;6959818;209999;Citrus sinensis;Laranjeira;Árvore;0.35;5.01;Bom;;;
14;Centro;6959822;209993;Melia azedarach;Cinamomo;Árvore;0.35;5.01;Bom;;;
14;Centro;6959821;299992;Jacaranda mimosifolia;Jacarandá-mimoso;Árvore;0.26;5.1;Bom;;;
14;Centro;6959818;209998;Jacaranda macrantha;Caroba;Árvore;0.46;5.1;Bom;;;
14;Centro;6959817;210037;Ligustrum lucidum ;Legusto;Árvore;0.82;5.1;Bom;;;
14;Centro;6959806;210013;Handroanthus chrysotrichus;Ipê;Árvore;0.37;5.84;Bom;;;
14;Centro;6959904;209987;Ficus auriculata;Figueira-chilena;Árvore;0.96;5.84;Bom;;;
14;Centro;6959803;210024;Mangifera indica;Mangueira;Árvore;0.8;5.95;Bom;;;
14;Centro;6959861;209958;Pyrus communis;Pera;Árvore;1;6.52;Regular;;;
14;Centro;6959824;210038;Ligustrum lucidum ;Legusto;Árvore;0.67;6.8;Regular;;;
14;Centro;6959823;210042;Ligustrum lucidum ;Legusto;Árvore;1.12;6.8;Regular;;;
14;Centro;6959894;209981;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.66;7.51;Regular;;;
14;Centro;6959921;210057;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.73;7.51;Bom;;;
14;Centro;6959877;209968;Jacaranda macrantha;Caroba;Árvore;0.83;7.65;Bom;;;
14;Centro;6959819;209999;Jacaranda macrantha;Caroba;Árvore;0.55;8.31;Bom;;;
14;Centro;6959888;210067;Mangifera indica;Mangueira;Árvore;1;8.35;Bom;;;
14;Centro;6959890;209979;Mangifera indica;Mangueira;Árvore;3.3;10.2;Bom;;;
14;Centro;6959837;210042;Ficus benjamina;Figueira;Árvore;2.24;11.9;Bom;;;
15;Centro;6959834;210053;Ficus benjamina;Figueira;Árvore;0.15;4.17;Bom;;;
15;Centro;6959808;210170;Lagerstroemia indica;Resedá;Árvore;0.56;5.01;Bom;;;
15;Centro;6959801;210169;Lagerstroemia indica;Resedá;Árvore;0.73;5.01;Bom;;;
15;Centro;6959786;210161;Pyrus communis;Pera;Árvore;0.9;5.01;Regular;;;
15;Centro;6959805;210169;Handroanthus heptaphyllus;Ipê-roxo;Árvore;0.7;5.86;Bom;;;
15;Centro;6959816;210176;Inga marginata;Ingá-de-porco;Árvore;0.55;6.68;Bom;;;
15;Centro;6959813;210173;Lagerstroemia indica;Resedá;Árvore;0.6;6.68;Bom;;;
15;Centro;6959804;210039;Lagerstroemia indica;Resedá;Árvore;0.68;8.35;Bom;;;
15;Centro;6959838;210183;Mangifera indica;Mangueira;Árvore;0.87;8.35;Bom;;;
16;Centro;6959737;210173;Chamaecyparis obtusa;Cipreste;Árvore;0.5;6.68;Bom;;;
16;Centro;6959750;210159;Chamaecyparis obtusa;Cipreste;Árvore;0.37;7.51;Bom;;;
16;Centro;6959772;210161;Chamaecyparis obtusa;Cipreste;Árvore;0.51;7.51;Bom;;;
16;Centro;6959838;210210;Ligustrum lucidum ;Legusto;Árvore;1.2;8.5;Regular;;;
17;Centro;6959692;210341;Pyrus communis;Pera;Árvore;0.9;5.3;Bom;;;
17;Centro;6959771;210347;Lagerstroemia indica;Reseda;Árvore;0.37;5.84;Bom;;;
17;Centro;6959682;210341;Pyrus communis;Pera;Árvore;0.72;7.08;Bom;;;
17;Centro;6959782;210308;Myrcianthes pungens;Guabiju;Árvore;0.36;7.51;Bom;;;
17;Centro;6959756;210297;Eugenia uniflora;Pitangueira;Árvore;0.38;7.51;Bom;;;
17;Centro;6959749;210294;Pyrus communis;Pera;Árvore;0.88;7.51;Regular;;;
17;Centro;6959794;210315;Ligustrum lucidum ;Legusto;Árvore;0.98;8.35;Regular;;;
17;Centro;6959797;210340;Ligustrum lucidum ;Legusto;Árvore;1.23;8.35;Regular;;;
17;Centro;6959804;210324;Ligustrum lucidum ;Legusto;Árvore;1.38;8.35;Bom;;;
17;Centro;6959770;210286;Chamaecyparis obtusa;Cipreste;Árvore;1.28;8.5;Bom;;;
17;Centro;6959711;210269;Mangifera indica;Mangueira;Árvore;1.48;11.69;Bom;;;
18;Centro;6959664;210382;Ficus benjamina;Figueira;Árvore;0.16;5.1;Bom;;;
18;Centro;6959675;210388;Ficus benjamina;Figueira;Árvore;0.35;9.18;Bom;;;
18;Centro;6959768;210357;Jacaranda mimosifolia;Jacarandá-Mimoso;Árvore;2.45;12.43;Bom;;;
19;Centro;6959695;210412;Cinnamomum zeylanicum;Canela-doce;Árvore;0.5;2.77;Regular;;;
19;Centro;6959681;210407;Cinnamomum zeylanicum;Canela-doce;Árvore;0.52;3.34;Regular;;;
19;Centro;6959686;210411;Cinnamomum zeylanicum;Canela-doce;Árvore;0.41;3.64;Bom;;;
19;Centro;6959736;210455;Senna occidentalis ;Mandaiana;Árvore;0.33;5.01;Regular;;;
19;Centro;6959655;210382;Handroanthus chrysotrichus;Ipê;Árvore;0.35;5.01;Bom;;;
19;Centro;6959748;210496;Lagerstroemia indica;Resedá;Árvore;0.58;5.01;Bom;;;
19;Centro;6959601;210482;Ficus benjamina;Figueira;Árvore;0.39;5.1;Bom;;;
19;Centro;6959729;210453;Lagerstroemia indica;Resedá;Árvore;0.52;5.1;Bom;;;
19;Centro;6959667;210387;Ficus benjamina;figueira Benjamina;Árvore;0.59;5.31;Bom;;;
19;Centro;6959746;210471;Lagerstroemia indica;Resedá;Árvore;0.6;5.84;Bom;;;
19;Centro;6959610;210474;sp15;não identificada;Árvore;0.36;5.93;Bom;;;
19;Centro;6959617;210497;Ficus benjamina;Figueira;Árvore;0.38;5.93;Bom;;;
19;Centro;6959735;210451;Lagerstroemia indica;Resedá;Árvore;0.55;6.68;Bom;;;
19;Centro;6959661;210370;Ficus benjamina;Figueira;Árvore;0.67;7.5;Bom;;;
19;Centro;6959707;210427;Handroanthus chrysotrichus;Ipê;Árvore;0.43;7.51;Bom;;;
19;Centro;6959706;210421;Handroanthus chrysotrichus;Ipê;Árvore;0.46;7.51;Bom;;;
19;Centro;6959651;210378;Ficus benjamina;figueira Benjamina;Árvore;1.25;8.35;Bom;;;
20;Centro;6959607;210639;Cinnamomum zeylanicum;Canela-doce;Árvore;0.3;3.34;Bom;;;
20;Centro;6959587;210521;Cinnamomum zeylanicum;Canela-doce;Árvore;0.9;5.01;Bom;;;
20;Centro;6959606;210638;Handroanthus heptaphyllus;Ipê-roxo;Árvore;0.66;5.1;Regular;;;
20;Centro;6959593;210629;Handroanthus heptaphyllus;Ipê-roxo;Árvore;0.35;5.93;Bom;;;
20;Centro;6959637;210652;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.6;7.06;Regular;;;
20;Centro;6959645;210652;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.88;7.5;Bom;;;
20;Centro;6959625;210651;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.79;7.6;Bom;;;
20;Centro;6959606;210635;Handroanthus heptaphyllus;Ipê-roxo;Árvore;1.27;7.63;Bom;;;
20;Centro;6959639;210653;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.52;8.5;Bom;;;
20;Centro;6959631;210650;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.43;9.33;Bom;;;
20;Centro;6959587;210518;Ficus benjamina;figueira Benjamina;Árvore;0.61;9.33;Bom;;;
20;Centro;6959614;210642;Handroanthus heptaphyllus;Ipê-roxo;Árvore;0.57;10.02;Regular;;;
20;Centro;6959618;210645;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.5;10.2;Bom;;;
20;Centro;6959633;210516;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.4;11.3;Bom;;;
20;Centro;6959639;210516;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.42;11.3;Bom;;;
20;Centro;6959652;210656;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.61;11.9;Bom;;;
21;Centro;6959634;210656;Mangifera indica;Mangueira;Árvore;0.72;4.25;Bom;;;
21;Centro;6959645;210660;Mangifera indica;Mangueira;Árvore;0.72;6.68;Bom;;;
21;Centro;6959612;210646;Bauhinia forficata;Pata-de-Vaca;Árvore;1.3;7.65;Bom;;;
22;Centro;6959616;210778;Cinnamomum zeylanicum;Canela-doce;Árvore;0.26;3.4;Bom;;;
22;Centro;6959608;210771;Cinnamomum zeylanicum;Canela-doce;Árvore;0.3;3.4;Bom;;;
22;Centro;6959590;210818;Ficus benjamina;figueira Benjamina;Árvore;0.74;3.4;Bom;;;
22;Centro;6959593;210811;Ficus benjamina;figueira Benjamina;Árvore;0.68;4.22;Bom;;;
22;Centro;6959496;210722;Inga marginata;Ingá-de-porco;Árvore;0.5;5.1;Bom;;;
22;Centro;6959596;210799;Cinnamomum zeylanicum;Canela-doce;Árvore;0.55;5.1;Bom;;;
22;Centro;6959521;210721;Inga marginata;Ingá-de-porco;Árvore;0.66;5.1;Bom;;;
22;Centro;6959506;210720;Inga marginata;Ingá-de-porco;Árvore;0.75;5.1;Bom;;;
22;Centro;6959615;210755;Cinnamomum camphora;Cânfora;Árvore;0.55;5.95;Bom;;;
22;Centro;6959573;210744;Cinnamomum camphora;Cânfora;Árvore;0.4;6.8;Bom;;;
22;Centro;6959605;210786;Cinnamomum camphora;Cânfora;Árvore;0.44;6.8;Bom;;;
22;Centro;6959577;210747;Cinnamomum zeylanicum;Canela-doce;Árvore;0.51;6.8;Bom;;;
22;Centro;6959576;210744;Cinnamomum camphora;Cânfora;Árvore;0.78;6.8;Bom;;;
22;Centro;6959591;210824;Ficus benjamina;figueira Benjamina;Árvore;0.92;7.65;Regular;;;
22;Centro;6959591;210825;Ficus benjamina;figueira Benjamina;Árvore;0.24;8.5;Bom;;;
22;Centro;6959551;210737;Inga marginata;Ingá-de-porco;Árvore;0.64;8.5;Bom;;;
22;Centro;6959543;210732;Inga marginata;Ingá-de-porco;Árvore;0.92;8.5;Bom;;;
23;Centro;6959956;209894;Eugenia uniflora;Pitangueira;Árvore;0.2;3.4;Bom;;;
23;Centro;6959964;209784;Handroanthus heptaphyllus;Ipê-roxo;Árvore;0.27;3.4;Bom;;;
23;Centro;6959858;209914;Lagerstroemia indica;Resedá;Árvore;0.33;5.95;Bom;;;
23;Centro;6959994;209753;Handroanthus chrysotrichus;Ipê;Árvore;0.65;6.8;Bom;;;
23;Centro;6959948;209796;Mangifera indica;Mangueira;Árvore;0.78;6.8;Bom;;;
23;Centro;6959888;209883;Mangifera indica;Mangueira;Árvore;0.89;6.8;Bom;;;
23;Centro;6959926;209823;Mangifera indica;Mangueira;Árvore;1.23;6.8;Bom;;;
23;Centro;6959958;209793;Handroanthus chrysotrichus;Ipê;Árvore;1.6;6.8;Bom;;;
23;Centro;6959943;209807;Mangifera indica;Mangueira;Árvore;0.96;8.5;Bom;;;
23;Centro;6959854;209921;Handroanthus heptaphyllus;Ipê-roxo;Árvore;1.3;8.5;Bom;;;
23;Centro;6959929;209820;Perna de moça;Perna de moça;Árvore;1.1;8.67;Bom;;;
23;Centro;6959882;209880;Perna de moça;Perna de moça;Árvore;1.18;10.2;Bom;;;
23;Centro;6959885;209876;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.6;10.2;Bom;;;
23;Centro;6959934;209815;Ficus benjamina;figueira Benjamina;Árvore;1.3;11.05;Bom;;;
23;Centro;6960014;209729;Handroanthus heptaphyllus;Ipê-roxo;Árvore;1.87;11.05;Bom;;;
23;Centro;6959879;209880;Araucaria columnaris;Pinheiro-de-natal;Árvore;0.68;11.9;Bom;;;
23;Centro;6959990;209757;Handroanthus heptaphyllus;Ipê-roxo;Árvore;1.35;11.9;Bom;;;
24;Centro;6959816;209988;Delonix regia;Flamboriant;Árvore;0.29;3.4;Bom;;;
24;Centro;6959801;210009;Delonix regia;Flamboriant;Árvore;0.27;4.25;Bom;;;
24;Centro;6959810;209993;Handroanthus chrysotrichus;Ipê;Árvore;0.46;5.1;Bom;;;
24;Centro;6959833;210995;Handroanthus heptaphyllus;Ipê-roxo;Árvore;0.54;5.1;Bom;;;
24;Centro;6959810;209995;Handroanthus chrysotrichus;Ipê;Árvore;0.47;8.5;Bom;;;
24;Centro;6959817;209982;Handroanthus chrysotrichus;Ipê;Árvore;0.65;8.5;Bom;;;
24;Centro;6959821;209970;Handroanthus heptaphyllus;Ipê-roxo;Árvore;1.96;9.35;Regular;;;
25;Centro;6959747;210115;Psidium cattleianum;Araçá-vermelho;Árvore;0.44;3.4;Bom;;;
25;Centro;6959773;210056;Handroanthus chrysotrichus;Ipê;Árvore;0.3;4.25;Bom;;;
25;Centro;6959744;210123;Lagerstroemia indica;Resedá;Árvore;0.42;4.25;Bom;;;
25;Centro;6959780;210045;Handroanthus chrysotrichus;Ipê;Árvore;0.43;5.1;Bom;;;
25;Centro;6959766;210066;Mangifera indica;Mangueira;Árvore;0.78;8.5;Bom;;;
25;Centro;6959765;210076;Mangifera indica;Mangueira;Árvore;1.36;8.5;Bom;;;
25;Centro;6959743;210135;Leucaena leucocephala;Leucena;Árvore;0.83;9.35;Bom;;;
25;Centro;6959777;210047;Araucaria columnaris;Pinheiro-de-natal;Árvore;1.38;10.2;Bom;;;
25;Centro;6959770;210058;Araucaria columnaris;Pinheiro-de-natal;Árvore;1.4;10.2;Bom;;;
25;Centro;6959757;210089;Araucaria columnaris;Pinheiro-de-natal;Árvore;1.44;10.2;Bom;;;
25;Centro;6959770;210062;Araucaria columnaris;Pinheiro-de-natal;Árvore;1.55;12.32;Bom;;;
26;Centro;6959723;210179;Handroanthus chrysotrichus;Ipê;Árvore;0.52;6.8;Bom;;;
26;Centro;6959700;210223;Handroanthus chrysotrichus;Ipê;Árvore;0.6;6.8;Bom;;;
26;Centro;6959717;210197;Eugenia pyriformis;Uvaia;Árvore;0.54;7.65;Bom;;;
26;Centro;6959702;210221;Chamaecyparis obtusa;Cipreste;Árvore;1.17;8.5;Bom;;;
26;Centro;6959719;210179;Chamaecyparis obtusa;Cipreste;Árvore;1.57;9.35;Bom;;;
26;Centro;6959726;210158;Handroanthus chrysotrichus;Ipê;Árvore;0.88;10.2;Bom;;;
26;Centro;6959696;210241;Handroanthus heptaphyllus;Ipê-roxo;Árvore;1.27;10.2;Bom;;;
27;Centro;6959657;210329;Handroanthus heptaphyllus;Ipê-roxo;Árvore;0.46;6.8;Bom;;;
27;Centro;6959671;210301;Handroanthus chrysotrichus;Ipê;Árvore;0.93;6.8;Bom;;;
27;Centro;6959663;210320;Lagerstroemia indica;Resedá;Árvore;0.83;8.5;Bom;;;
27;Centro;6959696;210270;Handroanthus heptaphyllus;Ipê-roxo;Árvore;2.04;11.05;Bom;;;
27;Centro;6959671;210293;Handroanthus heptaphyllus;Ipê-roxo;Árvore;1.18;11.5;Bom;;;
27;Centro;6959658;210335;Handroanthus heptaphyllus;Ipê-roxo;Árvore;1.84;11.9;Bom;;;
28;Centro;6959620;210414;Handroanthus chrysotrichus;Ipê;Árvore;0.43;5.95;Bom;;;
28;Centro;6959627;210388;Handroanthus chrysotrichus;Ipê;Árvore;0.69;6.8;Bom;;;
28;Centro;6959614;210422;Handroanthus chrysotrichus;Ipê;Árvore;0.78;6.8;Bom;;;
28;Centro;6959605;210453;Handroanthus chrysotrichus;Ipê;Árvore;0.8;6.8;Bom;;;
28;Centro;6959603;210447;Handroanthus chrysotrichus;Ipê;Árvore;0.87;6.8;Bom;;;
28;Centro;6959597;210476;Handroanthus heptaphyllus;Ipê-roxo;Árvore;1.37;7.65;Bom;;;
28;Centro;6959626;210392;Jacaranda mimosifolia;Jacarandá-mimoso;Árvore;1.57;11.5;Bom;;;
28;Centro;6959627;210398;Jacaranda mimosifolia;Jacarandá-mimoso;Árvore;1.8;11.9;Bom;;;
29;Centro;6959584;210510;Handroanthus chrysotrichus;Ipê;Árvore;0.73;6.8;Bom;;;
30;Centro;6959510;210673;Eugenia uniflora;Pitangueira;Árvore;0.93;6.8;Bom;;;
30;Centro;6959515;210661;Handroanthus heptaphyllus;Ipê-roxo;Árvore;1.1;10.2;Bom;;;
30;Centro;6959518;210651;Grevilla sp;Grevilla;Árvore;1.73;11.9;Bom;;;
30;Centro;6959502;210687;Jacaranda mimosifolia;Jacarandá-mimoso;Árvore;1.95;11.9;Bom;;;
31;Centro;6959488;210717;Peltophorum dubium;Canafístula;Árvore;1.6;11.9;Bom;;;
33;Centro;6959683;209966;Schinus molle;Aroeira Periquita;Árvore;0.56;5.1;Bom;;;
33;Centro;6959819;209807;Ligustrum lucidum ;Legusto;Árvore;1.17;5.1;Bom;;;
33;Centro;6959918;209810;Ligustrum lucidum ;Legusto;Árvore;0.9;5.95;Bom;;;
33;Centro;6959687;209957;Schinus molle;Aroeira Periquita;Árvore;0.58;6.8;Bom;;;
33;Centro;6959693;209951;Schinus molle;Aroeira Periquita;Árvore;0.61;6.8;Bom;;;
33;Centro;6959706;209948;Schinus molle;Aroeira Periquita;Árvore;0.62;6.8;Bom;;;
33;Centro;6959719;209940;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.55;8.5;Bom;;;
33;Centro;6959740;209928;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.72;9.35;Bom;;;
34;Centro;6959650;209972;Schinus molle;Aroeira-periquita;Árvore;0.53;5.95;Bom;;;
34;Centro;6959680;209953;Schinus molle;Aroeira-periquita;Árvore;0.62;6.8;Bom;;;
34;Centro;6959692;209951;Schinus molle;Aroeira Periquita;Árvore;0.72;6.8;Bom;;;
34;Centro;6959724;209937;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.82;6.8;Bom;;;
34;Centro;6959713;209943;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.88;10.2;Bom;;;
35;Centro;6959616;210059;Ligustrum lucidum ;Legusto;Árvore;1.05;5.01;Bom;;;
35;Centro;6959622;210051;Ligustrum lucidum ;Legusto;Árvore;1.05;5.1;Bom;;;
35;Centro;6959654;209977;Schinus molle;Aroeira Periquita;Árvore;0.55;5.95;Bom;;;
35;Centro;6959621;210056;Ligustrum lucidum ;Legusto;Árvore;1.1;6.8;Bom;;;
35;Centro;6959920;210064;Ligustrum lucidum ;Legusto;Árvore;1;8.5;Péssimo;;;
36;Centro;6959540;210228;Cinnamomum zeylanicum;Canela-doce;Árvore;0.25;0.85;Bom;;;
36;Centro;6959544;210221;Cinnamomum zeylanicum;Canela-doce;Árvore;0.2;2.5;Bom;;;
37;Centro;6959496;210328;Lagerstroemia indica;Resedá;Árvore;0.32;2.55;Bom;;;
37;Centro;6959493;210335;Lagerstroemia indica;Resedá;Árvore;0.27;4.25;Bom;;;
37;Centro;6959503;210316;Lagerstroemia indica;Resedá;Árvore;0.61;7.65;Bom;;;
37;Centro;6959490;210339;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.36;9.35;Bom;;;
37;Centro;6959499;210318;Lagerstroemia indica;Resedá;Árvore;0.43;10.2;Bom;;;
37;Centro;6959489;210347;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.69;10.2;Bom;;;
37;Centro;6959490;210352;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.23;10.2;Bom;;;
37;Centro;6959490;210350;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.23;11.9;Bom;;;
38;Centro;6959426;210529;Chamaecyparis obtusa;Cipreste;Árvore;0.22;4.25;Bom;;;
38;Centro;6959426;210529;Sp36;não identificada;Árvore;0.22;4.25;Bom;;;
38;Centro;6959426;210529;sp37;Não Identificada;Árvore;0.22;4.25;Bom;;;
38;Centro;6959408;210555;Ligustrum lucidum ;Legusto;Árvore;1.2;8.5;Regular;;;
40;Centro;6959402;210800;Ficus benjamina;figueira Benjamina;Árvore;0.38;3.4;Bom;;;
40;Centro;6959394;210651;Cinnamomum zeylanicum;Canela-doce;Árvore;0.36;3.95;Bom;;;
40;Centro;6959395;210660;Cinnamomum zeylanicum;Canela-doce;Árvore;1.35;6.8;Bom;;;
41;Centro;6959961;210006;Cinnamomum zeylanicum;Canela-doce;Árvore;0.43;3.95;Bom;;;
41;Centro;6959953;210034;Chamaecyparis obtusa;Cipreste;Árvore;0.45;5.1;Bom;;;
41;Centro;6959952;210027;Ligustrum lucidum ;Legusto;Árvore;1.37;5.95;Regular;;;
41;Centro;6959959;210009;Ligustrum lucidum ;Legusto;Árvore;1.66;6.8;Regular;;;
41;Centro;6959971;209968;Melia azedarach;Cinamomo;Árvore;0.56;8.75;Bom;;;
41;Centro;6959913;210100;Ligustrum lucidum ;Legusto;Árvore;1.65;9.75;Bom;;;
42;Centro;6959903;210131;Ligustrum lucidum ;Legusto;Árvore;1.27;3.95;Regular;;;
42;Centro;6959887;210162;Ligustrum lucidum ;Legusto;Árvore;1.34;3.95;Regular;;;
42;Centro;6959318;209307;Eugenia uniflora;Pitangueira;Árvore;0.49;5.1;Bom;;;
42;Centro;6959883;210178;Lophantera lactescens;Chuva-de-ouro;Árvore;0.5;5.1;Bom;;;
42;Centro;6959885;210176;Ligustrum lucidum ;Legusto;Árvore;1.51;5.1;Bom;;;
42;Centro;6959880;210187;Lophantera lactescens;Chuva de Ouro;Árvore;0.67;6.8;Regular;;;
42;Centro;6959889;210164;Ligustrum lucidum ;Legusto;Árvore;1.06;6.8;Regular;;;
42;Centro;6959888;210167;Ligustrum lucidum ;Legusto;Árvore;1.09;6.8;Péssimo;;;
42;Centro;6959904;210126;Ligustrum lucidum ;Legusto;Árvore;1.22;6.8;Regular;;;
42;Centro;6959918;210101;Ligustrum lucidum ;Legusto;Árvore;1.42;6.8;Regular;;;
42;Centro;6959902;210137;Ligustrum lucidum ;Legusto;Árvore;1.49;6.8;Regular;;;
42;Centro;6959343;209304;Caesalpinia peltophoroides;Sibipiruna;Árvore;1;7.65;Bom;;;
42;Centro;6959908;210122;Ligustrum lucidum ;Legusto;Árvore;1.57;8.5;Regular;;;
42;Centro;6959911;210112;Ligustrum lucidum ;Legusto;Árvore;1.8;8.5;Regular;;;
43;Centro;6959852;210215;Ficus benjamina;figueira Benjamina;Árvore;0.39;3.4;Bom;;;
43;Centro;6959873;210234;Ficus benjamina;figueira Benjamina;Árvore;0.33;3.95;Bom;;;
43;Centro;6959823;210315;Pyrus communis;Pera;Árvore;0.85;3.95;Regular;;;
43;Centro;6959858;210236;Ficus benjamina;figueira Benjamina;Árvore;0.88;3.95;Bom;;;
43;Centro;6959829;210300;Ligustrum lucidum ;Legusto;Árvore;1.1;6.8;Regular;;;
43;Centro;6959831;210298;Ligustrum lucidum ;Legusto;Árvore;1.4;6.8;Regular;;;
43;Centro;6959826;210308;Ligustrum lucidum ;Legusto;Árvore;1;7.65;Regular;;;
43;Centro;6959833;210300;Ligustrum lucidum ;Legusto;Árvore;1.1;7.65;Regular;;;
43;Centro;6959823;210310;Ligustrum lucidum ;Legusto;Árvore;1;8.5;Regular;;;
43;Centro;6959821;210319;Ligustrum lucidum ;Legusto;Árvore;0.86;9.35;Regular;;;
43;Centro;6959810;210337;Ligustrum lucidum ;Legusto;Árvore;1.05;10.2;Regular;;;
43;Centro;6959807;210347;Ligustrum lucidum ;Legusto;Árvore;1.28;10.2;Regular;;;
43;Centro;6959810;210337;Ligustrum lucidum ;Legusto;Árvore;1.43;10.2;Regular;;;
45;Centro;6959733;210515;Inga marginata;Ingá-de-porco;Árvore;0.18;3.4;Bom;;;
45;Centro;6959736;210513;Inga marginata;Ingá-de-porco;Árvore;0.23;3.4;Bom;;;
45;Centro;6959746;210495;Ligustrum lucidum ;Legusto;Árvore;1.13;10.2;Bom;;;
46;Centro;6959710;210579;Eugenia involucrata;Cerejeira;Árvore;0.3;6.8;Bom;;;
46;Centro;6959705;210586;Jacaranda mimosifolia;Jacarandá-mimoso;Árvore;0.66;6.8;Bom;;;
47;Centro;6959667;210686;Ficus benjamina;figueira Benjamina;Árvore;0.16;3.4;Bom;;;
47;Centro;6959666;210691;Ficus benjamina;figueira Benjamina;Árvore;0.22;5.1;Bom;;;
47;Centro;6959657;210710;Ficus benjamina;figueira Benjamina;Árvore;0.67;5.95;Bom;;;
47;Centro;6959649;210724;Ligustrum lucidum ;Legusto;Árvore;1.06;8.5;Bom;;;
47;Centro;6959650;210716;Ligustrum lucidum ;Legusto;Árvore;1.22;9.35;Bom;;;
48;Centro;6959604;210822;Handroanthus chrysotrichus;Ipê;Árvore;0.65;6.8;Bom;;;
48;Centro;6959607;210817;Handroanthus chrysotrichus;Ipê;Árvore;0.7;6.8;Bom;;;
48;Centro;6959604;210828;Handroanthus chrysotrichus;Ipê;Árvore;0.92;6.8;Bom;;;
48;Centro;6959599;210839;Handroanthus chrysotrichus;Ipê;Árvore;0.58;7.65;Bom;;;
48;Centro;6959590;210862;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.59;7.65;Bom;;;
48;Centro;6959594;210851;Handroanthus chrysotrichus;Ipê;Árvore;0.67;7.65;Bom;;;
48;Centro;6959598;210842;Handroanthus chrysotrichus;Ipê;Árvore;0.68;7.65;Bom;;;
48;Centro;6959619;210795;Ligustrum lucidum ;Legusto;Árvore;0.88;7.65;Regular;;;
48;Centro;6959603;210830;Handroanthus chrysotrichus;Ipê;Árvore;0.95;7.65;Bom;;;
48;Centro;6959623;210784;Ligustrum lucidum ;Legusto;Árvore;1.2;8.5;Regular;;;
