Quadra;Bairro;Latitude;longitude;Espécie;nome comum;Hábito;PAP;Altura;Estado geral;;;
48;Centro;6959622;210794;Ligustrum lucidum ;Legusto;Árvore;1.33;8.5;Regular;;;
48;Centro;6959624;210785;Ligustrum lucidum ;Legusto;Árvore;1.13;9.35;Regular;;;
49;Érico Veríssimo;6959294;209275;Eriobotrya japonica;Ameixa;Árvore;0.32;3.8;Bom;;;
49;Érico Veríssimo;6959372;209198;Psidium cattleianum;Araçá;Árvore;0.18;3.91;Bom;;;
49;Érico Veríssimo;6959377;209274;Cinnamomum zeylanicum;Canela-doce;Árvore;0.6;4.17;Bom;;;
49;Érico Veríssimo;6959369;209304;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.92;4.25;Bom;;;
49;Érico Veríssimo;6959378;209287;Cinnamomum zeylanicum;Canela-doce;Árvore;0.36;5.01;Bom;;;
49;Érico Veríssimo;6959325;209306;Eugenia uniflora;Pitangueira;Árvore;0.32;5.1;Bom;;;
49;Érico Veríssimo;6959372;209299;Cinnamomum zeylanicum;Canela-doce;Árvore;0.62;5.15;Bom;;;
49;Érico Veríssimo;6959372;209233;Mangifera indica;Mangueira;Árvore;0.46;5.95;Bom;;;
49;Érico Veríssimo;6959372;209232;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.79;6.68;Bom;;;
49;Érico Veríssimo;6959378;209278;Cinnamomum zeylanicum;Canela-doce;Árvore;0.54;6.8;Bom;;;
49;Érico Veríssimo;6959375;209248;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.95;7.65;Bom;;;
49;Érico Veríssimo;6959373;209236;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.42;8.45;Bom;;;
49;Érico Veríssimo;6959366;209194;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.6;10.02;Bom;;;
49;Érico Veríssimo;6959370;209196;Caesalpinia peltophoroides;Sibipiruna;Árvore;3.19;11.9;Bom;;;
49;Érico Veríssimo;6959339;209225;Cordia trichotoma ;Louro-brejó;Árvore;0.8;14.19;Bom;;;
50;Érico Veríssimo;6959744;209191;Cinnamomum zeylanicum;Canela-doce;Árvore;0.38;4.5;Bom;;;
52;Érico Veríssimo;6960124;209263;Cinnamomum zeylanicum;Canela-doce;Árvore;0.28;4.25;Bom;;;
52;Érico Veríssimo;6960041;209333;Ficus benjamina;figueira Benjamina;Árvore;0.43;5.1;Bom;;;
52;Érico Veríssimo;6960081;209333;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.61;5.95;Bom;;;
52;Érico Veríssimo;6960041;209340;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.6;6.8;Bom;;;
52;Érico Veríssimo;6960129;209308;Ligustrum lucidum ;Legusto;Árvore;1.21;6.8;Bom;;;
52;Érico Veríssimo;6960072;209252;Ficus auriculata;Figueira-chilena;Árvore;1.25;6.8;Bom;;;
52;Érico Veríssimo;6960126;209319;Hovenia dulcis;Uva-do-japão;Árvore;0.96;7.65;Bom;;;
52;Érico Veríssimo;6960091;209332;Ligustrum lucidum ;Legusto;Árvore;1.87;7.65;Bom;;;
52;Érico Veríssimo;6960121;209332;Hovenia dulcis;Uva-do-japão;Árvore;0.93;8.5;Bom;;;
54;Érico Veríssimo;6960354;209022;Ficus benjamina;figueira Benjamina;Árvore;0.17;2.2;Bom;;;
54;Érico Veríssimo;6960322;209106;Ficus benjamina;figueira Benjamina;Árvore;0.29;2.55;Bom;;;
54;Érico Veríssimo;6960322;209111;Ficus benjamina;figueira Benjamina;Árvore;0.62;2.55;Bom;;;
54;Érico Veríssimo;6960383;209015;Eugenia involucrata;Cerejeira;Árvore;0.4;3.4;Bom;;;
54;Érico Veríssimo;6960320;209123;Cinnamomum zeylanicum;Canela-doce;Árvore;0.29;4.25;Bom;;;
54;Érico Veríssimo;6960393;209018;Cinnamomum zeylanicum;Canela-doce;Árvore;0.36;4.25;Bom;;;
54;Érico Veríssimo;6960405;209018;Diospyros kaki;Caqui;Árvore;0.38;4.25;Bom;;;
54;Érico Veríssimo;6960344;209023;Ficus benjamina;figueira Benjamina;Árvore;0.53;4.95;Bom;;;
54;Érico Veríssimo;6960355;209022;Ficus benjamina;figueira Benjamina;Árvore;0.16;5.1;Bom;;;
54;Érico Veríssimo;6960311;209018;Mangifera indica;Mangueira;Árvore;0.62;5.1;Bom;;;
54;Érico Veríssimo;6960313;209027;Ligustrum lucidum ;Legusto;Árvore;0.45;6.8;Bom;;;
54;Érico Veríssimo;6960297;208999;Delonix regia;Flamboyant;Árvore;1.12;6.8;Bom;;;
54;Érico Veríssimo;6960308;208960;Ligustrum lucidum ;Legusto;Árvore;0.29;7.65;Bom;;;
54;Érico Veríssimo;6960331;209021;Mangifera indica;Mangueira;Árvore;0.57;7.65;Bom;;;
54;Érico Veríssimo;6960225;209017;Mangifera indica;Mangueira;Árvore;0.6;7.65;Bom;;;
54;Érico Veríssimo;6960419;209015;Cordia americana ;Guajuvira;Árvore;0.53;8.5;Bom;;;
54;Érico Veríssimo;6960405;209018;Inga marginata;Ingá-de-porco;Árvore;0.54;8.5;Bom;;;
54;Érico Veríssimo;6960314;209058;Mangifera indica;Mangueira;Árvore;0.64;8.5;Bom;;;
54;Érico Veríssimo;6960314;209061;Mangifera indica;Mangueira;Árvore;0.75;8.5;Bom;;;
54;Érico Veríssimo;6960450;209014;Mangifera indica;Mangueira;Árvore;0.89;8.5;Bom;;;
54;Érico Veríssimo;6960376;209018;Chamaecyparis obtusa;Cipreste;Árvore;1.06;8.5;Bom;;;
54;Érico Veríssimo;6960325;209202;Ligustrum lucidum ;Legusto;Árvore;2.15;8.5;Bom;;;
54;Érico Veríssimo;6960444;209012;Mangifera indica;Mangueira;Árvore;1.08;9.35;Bom;;;
55;Érico Veríssimo;6960107;208920;Cinnamomum zeylanicum;Canela-doce;Árvore;0.41;3.4;Bom;;;
55;Érico Veríssimo;6960179;208912;Citrus sinensis;Laranjeira;Árvore;0.6;4.25;Bom;;;
55;Érico Veríssimo;6960180;208952;Citrus bergamia;Bergamota;Árvore;0.3;5.1;Bom;;;
55;Érico Veríssimo;6960177;208951;Citrus bergamia;Bergamota;Árvore;0.48;5.1;Bom;;;
55;Érico Veríssimo;6960179;208950;Citrus bergamia;Bergamota;Árvore;0.49;5.1;Bom;;;
55;Érico Veríssimo;6960169;208954;Citrus bergamia;Bergamota;Árvore;0.62;5.1;Bom;;;
55;Érico Veríssimo;6960109;208914;Cinnamomum zeylanicum;Canela-doce;Árvore;0.42;6.8;Bom;;;
55;Érico Veríssimo;6960125;209957;Ligustrum lucidum ;Legusto;Árvore;1.2;6.8;Bom;;;
55;Érico Veríssimo;6960151;208864;Mangifera indica;Mangueira;Árvore;0.71;7.65;Bom;;;
55;Érico Veríssimo;6960178;208924;Mangifera indica;Mangueira;Árvore;0.75;8.5;Bom;;;
56;Ildo Meneghetti;6960670;209012;Eugenia uniflora;Pitangueira;Árvore;0.16;2.78;Bom;;;
56;Ildo Meneghetti;6960672;209010;Cinnamomum zeylanicum;Canela-doce;Árvore;0.42;3.4;Bom;;;
56;Ildo Meneghetti;6960657;209034;Lagerstroemia indica;Resedá;Árvore;0.45;4.25;Bom;;;
56;Ildo Meneghetti;6960563;209070;Cinnamomum zeylanicum;Canela-doce;Árvore;0.33;4.95;Bom;;;
56;Ildo Meneghetti;6960619;209086;Ficus auriculata;Figueira-chilena;Árvore;0.45;5.95;Bom;;;
56;Ildo Meneghetti;6960634;209066;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.71;6.8;Bom;;;
56;Ildo Meneghetti;6960625;209079;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.96;6.8;Bom;;;
56;Ildo Meneghetti;6960593;209116;Handroanthus heptaphyllus;Ipê-roxo;Árvore;0.76;7.65;Bom;;;
56;Ildo Meneghetti;6960625;209000;Cinnamomum zeylanicum;Canela-doce;Árvore;0.91;7.65;Bom;;;
56;Ildo Meneghetti;6960602;209106;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.88;8.5;Bom;;;
56;Ildo Meneghetti;6960612;209099;Mangifera indica;Mangueira;Árvore;1;8.5;Bom;;;
56;Ildo Meneghetti;6960617;208995;Cinnamomum zeylanicum;Canela-doce;Árvore;1.02;8.5;Bom;;;
58;Ildo Meneghetti;6960748;208864;Cinnamomum zeylanicum;Canela-doce;Árvore;0.3;3.4;Bom;;;
58;Ildo Meneghetti;6960708;208909;Inga marginata;Ingá-de-porco;Árvore;0.38;3.8;Bom;;;
58;Ildo Meneghetti;6960770;208825;Lagerstroemia indica;Resedá;Árvore;0.28;4.25;Bom;;;
58;Ildo Meneghetti;6960762;208839;Cinnamomum zeylanicum;Canela-doce;Árvore;0.34;5.1;Bom;;;
58;Ildo Meneghetti;6960767;208730;Eriobotrya japonica;Ameixa;Árvore;0.17;5.95;Bom;;;
58;Ildo Meneghetti;6960725;208810;Ligustrum lucidum ;Legusto;Árvore;1.27;5.95;Regular;;;
58;Ildo Meneghetti;6960781;208797;Citrus sinensis;Laranjeira;Árvore;0.55;6.8;Bom;;;
58;Ildo Meneghetti;6960736;208788;Cinnamomum zeylanicum;Canela-doce;Árvore;0.83;6.8;Bom;;;
58;Ildo Meneghetti;6960775;208812;Ligustrum lucidum ;Legusto;Árvore;1;6.8;Bom;;;
58;Ildo Meneghetti;6960726;208907;Mangifera indica;Mangueira;Árvore;1.16;6.8;Bom;;;
58;Ildo Meneghetti;6960782;208735;Inga marginata;Ingá-de-porco;Árvore;1.2;6.8;Bom;;;
58;Ildo Meneghetti;6960774;208821;Ligustrum lucidum ;Legusto;Árvore;1.2;6.8;Bom;;;
58;Ildo Meneghetti;6960752;208756;Citrus bergamia;Bergamota;Árvore;0.78;7.65;Bom;;;
58;Ildo Meneghetti;6960787;208789;Eugenia uniflora;Pitangueira;Árvore;0.5;7.82;Bom;;;
58;Ildo Meneghetti;6960777;208729;Eriobotrya japonica;Ameixa;Árvore;0.6;8.5;Bom;;;
58;Ildo Meneghetti;6960794;208474;Eriobotrya japonica;Ameixa;Árvore;0.6;8.5;Bom;;;
58;Ildo Meneghetti;6960760;208744;Mangifera indica;Mangueira;Árvore;0.69;8.5;Bom;;;
58;Ildo Meneghetti;6960714;208907;Mangifera indica;Mangueira;Árvore;1.09;8.5;Bom;;;
59;Ildo Meneghetti;6960817;208771;Plinia peruviana;Jaboticaba;Árvore;0.16;1.3;Bom;;;
59;Ildo Meneghetti;6960992;208654;Psidium guajava;Goiabeira;Árvore;0.27;4.25;Bom;;;
59;Ildo Meneghetti;6960978;208645;Ficus benjamina;figueira Benjamina;Árvore;0.27;4.58;Bom;;;
59;Ildo Meneghetti;6960947;208635;Psidium guajava;Goiabeira;Árvore;0.44;5.95;Bom;;;
59;Ildo Meneghetti;6960625;208623;Psidium guajava;Goiabeira;Árvore;0.56;6.8;Bom;;;
59;Ildo Meneghetti;6961041;208678;Psidium guajava;Goiabeira;Árvore;0.76;6.8;Bom;;;
59;Ildo Meneghetti;6960977;208648;Ficus benjamina;figueira Benjamina;Árvore;0.32;7.65;Bom;;;
59;Ildo Meneghetti;6960974;208623;Psidium guajava;Goiabeira;Árvore;0.46;7.65;Bom;;;
59;Ildo Meneghetti;6960951;208628;Persea americana;Abacateiro;Árvore;0.56;7.65;Bom;;;
59;Ildo Meneghetti;6061005;208661;Ficus sp;Figueira;Árvore;0.71;8.5;Bom;;;
60;Ildo Meneghetti;6960976;208664;Cinnamomum zeylanicum;Canela-doce;Árvore;0.19;4.25;Bom;;;
60;Ildo Meneghetti;6960838;208773;Citrus sinensis;Laranjeira;Árvore;0.43;4.25;Bom;;;
60;Ildo Meneghetti;6960972;208669;Ligustrum lucidum ;Legusto;Árvore;0.43;6.8;Bom;;;
62;Ildo Meneghetti;6960764;208850;Cinnamomum zeylanicum;Canela-doce;Árvore;0.25;2.15;Bom;;;
62;Ildo Meneghetti;6960812;208912;Eriobotrya japonica;Ameixa;Árvore;0.16;3.4;Bom;;;
62;Ildo Meneghetti;6960777;208832;Cinnamomum zeylanicum;Canela-doce;Árvore;0.17;3.4;Bom;;;
62;Ildo Meneghetti;6960805;208908;Cinnamomum zeylanicum;Canela-doce;Árvore;0.19;3.4;Bom;;;
62;Ildo Meneghetti;6960811;208911;Euphorbia cotinifolia;Leiteiro vermelho;Árvore;0.25;3.4;Bom;;;
62;Ildo Meneghetti;6960778;208825;Cinnamomum zeylanicum;Canela-doce;Árvore;0.35;3.4;Bom;;;
62;Ildo Meneghetti;6960766;208848;Cinnamomum zeylanicum;Canela-doce;Árvore;0.39;4.25;Bom;;;
62;Ildo Meneghetti;6960832;208788;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.21;5.1;Bom;;;
62;Ildo Meneghetti;6960782;208816;Syzygium jambolanum;Jambolão;Árvore;0.39;5.95;Bom;;;
62;Ildo Meneghetti;6960762;208859;Cinnamomum zeylanicum;Canela-doce;Árvore;0.6;5.95;Bom;;;
62;Ildo Meneghetti;6960790;208900;Mangifera indica;Mangueira;Árvore;0.62;5.95;Bom;;;
62;Ildo Meneghetti;6960822;208916;Psidium guajava;Goiabeira;Árvore;0.29;6.8;Bom;;;
62;Ildo Meneghetti;6960883;208814;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.78;6.8;Bom;;;
62;Ildo Meneghetti;6960848;208796;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.75;7.65;Bom;;;
62;Ildo Meneghetti;6960756;208855;Cinnamomum zeylanicum;Canela-doce;Árvore;0.94;7.65;Bom;;;
62;Ildo Meneghetti;6960857;208803;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.95;7.65;Bom;;;
62;Ildo Meneghetti;6960829;208785;Ligustrum lucidum ;Legusto;Árvore;0.92;8.5;Bom;;;
62;Ildo Meneghetti;6960867;208805;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.05;8.5;Bom;;;
62;Ildo Meneghetti;6960853;208800;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.08;8.5;Bom;;;
62;Ildo Meneghetti;6960838;208790;Delonix regia;Flamboyant;Árvore;1.5;8.5;Bom;;;
62;Ildo Meneghetti;6960763;208862;Cinnamomum zeylanicum;Canela-doce;Árvore;2.24;8.5;Bom;;;
62;Ildo Meneghetti;6960763;208862;Cinnamomum zeylanicum;Canela-doce;Árvore;2.24;8.5;Bom;;;
62;Ildo Meneghetti;6960874;208809;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.87;9.35;Bom;;;
62;Ildo Meneghetti;6960876;208811;Inga marginata;Ingá-de-porco;Árvore;1.25;9.35;Bom;;;
62;Ildo Meneghetti;6960886;208816;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.39;9.35;Bom;;;
62;Ildo Meneghetti;6960780;208821;Mangifera indica;Mangueira;Árvore;1.45;9.35;Bom;;;
62;Ildo Meneghetti;6960862;208804;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.76;10.2;Bom;;;
62;Ildo Meneghetti;6960825;208786;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.39;10.2;Bom;;;
62;Ildo Meneghetti;6960791;208802;Mangifera indica;Mangueira;Árvore;2.6;10.2;Bom;;;
62;Ildo Meneghetti;6960841;208792;Ligustrum lucidum ;Legusto;Árvore;3.39;10.2;Bom;;;
62;Ildo Meneghetti;6960819;208782;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.83;10.32;Bom;;;
62;Ildo Meneghetti;6960871;208808;Caesalpinia peltophoroides;Sibipiruna;Árvore;2.14;11.05;Bom;;;
63;Ildo Meneghetti;6960698;208999;Jacaranda mimosifolia;Jacarandá-mimoso;Árvore;0.69;6.8;Bom;;;
63;Ildo Meneghetti;6960704;208999;Jacaranda mimosifolia;Jacarandá-mimoso;Árvore;0.97;6.8;Bom;;;
64;Ildo Meneghetti;6960847;208942;Psidium guajava;Goiabeira;Árvore;0.16;3.4;Bom;;;
64;Ildo Meneghetti;6960834;208950;Eugenia involucrata;Cerejeira;Árvore;0.42;3.4;Bom;;;
64;Weber;6960804;209004;Eriobotrya japonica;Ameixa;Árvore;0.26;5.1;Bom;;;
64;Weber;6960774;209166;Perna de moça;Perna de moça;Árvore;0.58;5.1;Bom;;;
64;Ildo Meneghetti;6960908;208979;Cinnamomum zeylanicum;Canela-doce;Árvore;1.43;5.95;Bom;;;
65;Weber;6960821;209821;Mangifera indica;Mangueira;Árvore;0.48;4.25;Regular;;;
65;Weber;6960806;209195;Ligustrum lucidum ;Legusto;Árvore;1.4;5.95;Bom;;;
65;Weber;6960857;209221;Ficus auriculata;Figueira-chilena;Árvore;1.1;6.8;Bom;;;
65;Weber;6960864;209254;Perna de moça;Perna de moça;Árvore;1.2;6.8;Bom;;;
69;Santa Inês;6959519;210080;Lagerstroemia indica;Resedá;Árvore;0.56;3.4;Bom;;;
69;Santa Inês;6959463;209992;Schinus molle;Aroeira Periquita;Árvore;0.2;4.25;Bom;;;
69;Santa Inês;6959464;209886;Ficus benjamina;figueira Benjamina;Árvore;0.26;4.25;Bom;;;
69;Santa Inês;6959464;209886;Ficus benjamina;figueira Benjamina;Árvore;0.26;4.25;Bom;;;
69;Santa Inês;6959452;209996;Cinnamomum zeylanicum;Canela-doce;Árvore;0.89;4.95;Bom;;;
69;Santa Inês;6959935;209976;Ficus benjamina;figueira Benjamina;Árvore;0.68;5.1;Bom;;;
69;Santa Inês;6959509;210070;Ligustrum lucidum ;Legusto;Árvore;0.72;5.1;Bom;;;
69;Santa Inês;6959481;209992;Myrcianthes pungens;Guabiju;Árvore;0.8;5.1;Bom;;;
69;Santa Inês;6959532;210095;Cinnamomum zeylanicum;Canela-doce;Árvore;1.05;5.1;Bom;;;
69;Santa Inês;6959461;210007;Ficus sp;Figueira;Árvore;0.9;6.8;Bom;;;
69;Santa Inês;6959581;209978;Ficus auriculata;Figueira-chilena;Árvore;1.25;6.8;Bom;;;
69;Santa Inês;6959568;209980;Cinnamomum zeylanicum;Canela-doce;Árvore;1.6;6.8;Bom;;;
69;Santa Inês;6959537;209984;Ligustrum lucidum ;Legusto;Árvore;0.6;8.5;Bom;;;
70;Santa Inês;6959449;209888;Ficus benjamina;figueira Benjamina;Árvore;0.25;3.4;Bom;;;
70;Santa Inês;6959522;209804;Lagerstroemia indica;Resedá;Árvore;0.3;3.91;Bom;;;
70;Santa Inês;6959422;209974;Ligustrum lucidum ;Legusto;Árvore;0.38;4.25;Bom;;;
70;Santa Inês;6959422;209956;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.52;4.25;Bom;;;
70;Santa Inês;6959428;209978;Ligustrum lucidum ;Legusto;Árvore;0.6;4.25;Bom;;;
70;Santa Inês;6959437;209986;Ligustrum lucidum ;Legusto;Árvore;0.84;4.25;Bom;;;
70;Santa Inês;6959426;209976;Helietta apiculata;Canela de Veado;Árvore;0.85;4.25;Bom;;;
70;Santa Inês;6959423;209950;Ficus benjamina;figueira Benjamina;Árvore;0.85;4.25;Bom;;;
70;Santa Inês;6959445;209983;sp35;não identificada;Árvore;0.89;4.62;Bom;;;
70;Santa Inês;6959449;209874;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.44;5.1;Bom;;;
70;Santa Inês;6959421;209973;Ligustrum lucidum ;Legusto;Árvore;0.5;5.1;Bom;;;
70;Santa Inês;6959416;209961;Ligustrum lucidum ;Legusto;Árvore;0.55;5.1;Bom;;;
70;Santa Inês;6959419;209964;Ligustrum lucidum ;Legusto;Árvore;0.56;5.1;Bom;;;
70;Santa Inês;6959418;209968;Ligustrum lucidum ;Legusto;Árvore;0.6;5.1;Bom;;;
70;Santa Inês;6959441;209896;Cinnamomum zeylanicum;Canela-doce;Árvore;0.7;5.1;Bom;;;
70;Santa Inês;6959448;209982;Ficus benjamina;figueira Benjamina;Árvore;0.79;5.1;Bom;;;
70;Santa Inês;6959431;209982;Ligustrum lucidum ;Legusto;Árvore;0.9;5.1;Bom;;;
70;Santa Inês;6959452;209870;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.43;5.95;Bom;;;
70;Santa Inês;6959452;209869;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.56;5.95;Bom;;;
70;Santa Inês;6959457;209864;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.54;6.8;Bom;;;
70;Santa Inês;6959457;209864;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.54;6.8;Bom;;;
70;Santa Inês;6959435;209914;Cinnamomum zeylanicum;Canela-doce;Árvore;0.6;6.8;Bom;;;
70;Santa Inês;6959460;209862;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.71;6.8;Bom;;;
70;Santa Inês;6959427;209933;Cinnamomum zeylanicum;Canela-doce;Árvore;1;6.8;Bom;;;
70;Santa Inês;6959569;209962;Ligustrum lucidum ;Legusto;Árvore;1.01;6.8;Regular;;;
70;Santa Inês;6959562;209974;Ligustrum lucidum ;Legusto;Árvore;1.1;6.8;Regular;;;
70;Santa Inês;6959438;209904;Cinnamomum zeylanicum;Canela-doce;Árvore;0.66;7.65;Bom;;;
70;Santa Inês;6959467;209860;Mangifera indica;Mangueira;Árvore;0.67;7.65;Bom;;;
70;Santa Inês;6959514;209908;Cinnamomum zeylanicum;Canela-doce;Árvore;0.83;7.65;Bom;;;
70;Santa Inês;6959471;209866;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.93;7.65;Bom;;;
70;Santa Inês;6959509;209976;Ligustrum lucidum ;Legusto;Árvore;1.17;7.65;Regular;;;
70;Santa Inês;6959500;209972;Ligustrum lucidum ;Legusto;Árvore;1.37;7.65;Regular;;;
70;Santa Inês;6959438;209909;Cinnamomum zeylanicum;Canela-doce;Árvore;1.62;7.65;Bom;;;
70;Santa Inês;6959550;209934;Ficus auriculata;Figueira-chilena;Árvore;1.7;7.65;Bom;;;
70;Santa Inês;6959467;209860;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.51;8.16;Bom;;;
70;Santa Inês;6959441;209900;Mangifera indica;Mangueira;Árvore;0.69;8.5;Bom;;;
70;Santa Inês;6959567;209972;Ligustrum lucidum ;Legusto;Árvore;0.9;8.5;Regular;;;
70;Santa Inês;6959530;209974;Syzygium jambolanum;Jambolão;Árvore;1.5;9.5;Bom;;;
70;Santa Inês;6959517;209912;Syzygium jambolanum;Jambolão;Árvore;1.12;11.05;Bom;;;
70;Santa Inês;6959517;209910;Syzygium jambolanum;Jambolão;Árvore;1.2;11.05;Bom;;;
70;Santa Inês;6959;209;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.5;11.9;Bom;;;
71;Érico Veríssimo;6959474;209838;Lagerstroemia indica;Resedá ;Árvore;0.22;2.55;Bom;;;
71;Érico Veríssimo;6959472;209830;Lagerstroemia indica;Resedá ;Árvore;0.22;2.55;Bom;;;
71;Érico Veríssimo;6959479;209831;Lagerstroemia indica;Resedá ;Árvore;0.19;3.4;Bom;;;
71;Érico Veríssimo;6959524;209805;Lagerstroemia indica;Resedá;Árvore;0.2;3.4;Bom;;;
71;Érico Veríssimo;6959487;209823;Lagerstroemia indica;Resedá ;Árvore;0.23;3.4;Bom;;;
71;Érico Veríssimo;6959493;209821;Lagerstroemia indica;Resedá ;Árvore;0.3;3.4;Bom;;;
71;Érico Veríssimo;6959483;209824;Helietta apiculata;Canela de Veado;Árvore;0.42;3.4;Bom;;;
71;Santa Inês;6959522;209804;Lagerstroemia indica;Resendá;Árvore;0.3;3.91;Bom;;;
71;Érico Veríssimo;6959496;209817;Lagerstroemia indica;Resedá ;Árvore;0.23;4.25;Bom;;;
71;Érico Veríssimo;6959494;209817;Lagerstroemia indica;Resedá ;Árvore;0.27;4.25;Bom;;;
71;Érico Veríssimo;6959462;209836;Lagerstroemia indica;Resedá ;Árvore;0.22;5.1;Bom;;;
71;Santa Inês;6959572;209778;Citrus sinensis;Laranjeira;Árvore;0.32;5.1;Bom;;;
71;Érico Veríssimo;6959561;209784;Citrus limon;Limão;Árvore;0.4;5.1;Bom;;;
71;Érico Veríssimo;6959480;209728;Mangifera indica;Mangueira;Árvore;0.66;5.1;Bom;;;
71;Érico Veríssimo;6959535;209743;Bauhinia forficata;Pata-de-vaca;Árvore;0.2;5.95;Bom;;;
71;Érico Veríssimo;6959506;209816;Cinnamomum zeylanicum;Canela-doce;Árvore;0.88;5.95;Bom;;;
71;Santa Inês;6959560;209758;Pyrus sp;Pera Pau;Árvore;0.85;6.29;Bom;;;
71;Érico Veríssimo;6959524;209736;Bauhinia forficata;Pata-de-vaca;Árvore;0.3;6.8;Bom;;;
71;Érico Veríssimo;6959520;209733;Bauhinia forficata;Pata-de-vaca;Árvore;0.33;6.8;Bom;;;
71;Érico Veríssimo;6959516;209731;Bauhinia forficata;Pata-de-vaca;Árvore;0.36;6.8;Bom;;;
71;Érico Veríssimo;6959257;209738;Bauhinia forficata;Pata-de-vaca;Árvore;0.53;6.8;Regular;;;
71;Érico Veríssimo;6959427;209413;Mangifera indica;Mangueira;Árvore;0.59;7.65;Bom;;;
71;Érico Veríssimo;6959423;209809;Schinus molle;Aroeira Periquita;Árvore;0.82;7.65;Bom;;;
71;Érico Veríssimo;6959422;209806;Mangifera indica;Mangueira;Árvore;0.88;7.65;Bom;;;
71;Érico Veríssimo;6959413;209799;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.91;7.65;Bom;;;
71;Érico Veríssimo;6959422;209813;Mangifera indica;Mangueira;Árvore;1.23;7.65;Bom;;;
71;Érico Veríssimo;6959575;209772;Inga marginata;Ingá-de-porco;Árvore;0.87;8.5;Bom;;;
72;Pindorama;6959120;211025;Ficus auriculata;Figueira-chilena;Árvore;0.35;2.1;Bom;;;
72;Pindorama;6959130;210963;Cinnamomum zeylanicum;Canela-doce;Árvore;0.16;2.2;Bom;;;
