Quadra;Bairro;Latitude;longitude;Espécie;nome comum;Hábito;PAP;Altura;Estado geral;;;
72;Pindorama;6959199;211059;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.4;2.2;Péssimo;;;
72;Pindorama;6959194;211096;Melia azedarach;Cinamomo;Árvore;2.25;2.2;Péssimo;;;
72;Pindorama;6959198;210983;Eugenia uniflora;Pitangueira;Árvore;0.1;2.5;Bom;;;
72;Pindorama;6959150;211095;Inga marginata;Ingá-de-porco;Árvore;0.17;2.8;Bom;;;
72;Pindorama;6959144;211095;Prunus persica;Pessego;Árvore;0.11;4.25;Bom;;;
72;Pindorama;6959144;211095;Octea puberula;Canela Guaicá;Árvore;0.18;4.25;Bom;;;
72;Pindorama;6959118;210983;Cinnamomum zeylanicum;Canela-doce;Árvore;0.37;5.1;Bom;;;
72;Pindorama;6959200;211069;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.47;5.1;Péssimo;;;
72;Pindorama;6959129;210962;Lagerstroemia indica;Resedá;Árvore;0.39;5.95;Regular;;;
72;Pindorama;6959198;210587;Ficus benjamina;figueira Benjamina;Árvore;0.26;6.8;Bom;;;
72;Pindorama;6959119;210995;Eriobotrya japonica;Ameixa;Árvore;0.38;6.8;Bom;;;
72;Pindorama;6959199;211077;Eriobotrya japonica;Ameixa;Árvore;0.39;6.8;Bom;;;
72;Pindorama;6959133;210963;Lagerstroemia indica;Resedá;Árvore;0.39;6.8;Regular;;;
72;Pindorama;6959132;210962;Lagerstroemia indica;Resedá;Árvore;0.41;6.8;Bom;;;
72;Pindorama;6959139;210960;Lagerstroemia indica;Resedá;Árvore;0.43;6.8;Regular;;;
72;Pindorama;6959118;211017;Ficus luschnathiana;Grevilha;Árvore;0.49;6.8;Bom;;;
72;Pindorama;6959188;210955;Cinnamomum zeylanicum;Canela-doce;Árvore;0.52;6.8;Bom;;;
72;Pindorama;6959136;210961;Lagerstroemia indica;Resedá;Árvore;0.53;6.8;Bom;;;
72;Pindorama;6959160;210959;Annona neosalicifolia;Ariticum;Árvore;0.54;6.8;Bom;;;
72;Pindorama;6959138;210994;Cinnamomum zeylanicum;Canela-doce;Árvore;0.59;6.8;Bom;;;
72;Pindorama;6959162;210958;Lagerstroemia indica;Resedá;Árvore;0.62;6.8;Bom;;;
72;Pindorama;6959117;210978;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.78;6.8;Bom;;;
72;Pindorama;6959196;210992;Eugenia uniflora;Pitangueira;Árvore;0.81;6.8;Bom;;;
72;Pindorama;6959118;210989;Ligustrum lucidum ;Legusto;Árvore;0.85;6.8;Bom;;;
72;Pindorama;6959117;210978;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.92;6.8;Bom;;;
72;Pindorama;6959196;211000;Eriobotrya japonica;Ameixa;Árvore;0.57;7.22;Regular;;;
72;Pindorama;6959118;211000;Handroanthus heptaphyllus;Ipê-roxo;Árvore;0.73;7.31;Bom;;;
72;Pindorama;6959199;211080;Mangifera indica;Mangueira;Árvore;0.85;7.65;Péssimo;;;
72;Pindorama;6959123;211092;Hovenia dulcis;Uva-do-japão;Árvore;1.08;8.5;Bom;;;
72;Pindorama;6959200;210980;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.68;8.5;Bom;;;
72;Pindorama;6959198;210960;Ficus benjamina;figueira Benjamina;Árvore;0.72;9.35;Bom;;;
72;Pindorama;6959164;211096;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.75;10.2;Regular;;;
72;Pindorama;6959124;211085;Hovenia dulcis;Uva-do-japão;Árvore;1.02;10.2;Regular;;;
72;Pindorama;6959129;211092;Hovenia dulcis;Uva-do-japão;Árvore;1.35;10.71;Bom;;;
72;Pindorama;6959122;211084;Hovenia dulcis;Uva-do-japão;Árvore;1.23;11.05;Regular;;;
73;Pindorama;6959070;211091;Lagerstroemia indica;Resedá;Árvore;0.09;2.2;Bom;;;
73;Pindorama;6958904;211112;Cinnamomum zeylanicum;Canela-doce;Árvore;0.45;2.5;Bom;;;
73;Pindorama;6959107;210974;spondias purpurea;Ciriguela;Árvore;0.25;2.55;Regular;;;
73;Pindorama;6959107;210969;spondias purpurea;Ciriguela;Árvore;0.18;2.6;Péssimo;;;
73;Pindorama;6958966;211092;Handroanthus heptaphyllus;Ipê-roxo;Árvore;0.66;4.24;Bom;;;
73;Pindorama;6959069;211090;Lagerstroemia indica;Resedá;Árvore;0.12;4.25;Bom;;;
73;Pindorama;6959032;210969;Lagerstroemia indica;Resedá;Árvore;0.16;4.25;Bom;;;
73;Pindorama;6958936;211101;Ligustrum lucidum ;Legusto;Árvore;0.17;4.25;Bom;;;
73;Pindorama;6959028;210969;Lagerstroemia indica;Resedá;Árvore;0.12;5.1;Bom;;;
73;Pindorama;6959023;210970;Lagerstroemia indica;Resedá;Árvore;0.24;5.1;Bom;;;
73;Pindorama;6958861;211122;Ficus benjamina;figueira Benjamina;Árvore;0.24;5.1;Bom;;;
73;Pindorama;6959033;210970;Lagerstroemia indica;Resedá;Árvore;0.3;5.1;Bom;;;
73;Pindorama;6958845;211115;Cinnamomum zeylanicum;Canela-doce;Árvore;0.43;5.1;Bom;;;
73;Pindorama;6958979;211091;Handroanthus heptaphyllus;Ipê-roxo;Árvore;0.5;5.1;Regular;;;
73;Pindorama;6958848;211123;Ficus benjamina;figueira Benjamina;Árvore;0.51;5.1;Bom;;;
73;Pindorama;6959041;211091;Cinnamomum zeylanicum;Canela-doce;Árvore;0.51;5.1;Bom;;;
73;Pindorama;6958847;211115;Ficus benjamina;figueira Benjamina;Árvore;1.1;5.1;Bom;;;
73;Pindorama;6959036;210972;Lagerstroemia indica;Resedá;Árvore;0.25;5.95;Regular;;;
73;Pindorama;6959064;211090;Cinnamomum zeylanicum;Canela-doce;Árvore;0.37;5.95;Bom;;;
73;Pindorama;6958875;211118;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.9;5.95;Regular;;;
73;Pindorama;6958867;211121;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.9;5.95;Bom;;;
73;Pindorama;6958944;211098;Ligustrum lucidum ;Legusto;Árvore;1;5.95;Bom;;;
73;Pindorama;6958933;211115;Ligustrum lucidum ;Legusto;Árvore;0.1;6.8;Bom;;;
73;Pindorama;6959047;211090;Cinnamomum zeylanicum;Canela-doce;Árvore;0.42;6.8;Bom;;;
73;Pindorama;6958948;211097;Handroanthus chrysotrichus;Ipê;Árvore;0.55;6.8;Regular;;;
73;Pindorama;6958880;211117;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.59;6.8;Bom;;;
73;Pindorama;6958868;211121;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.72;6.8;Bom;;;
73;Pindorama;6958979;211092;Handroanthus chrysotrichus;Ipê;Árvore;0.81;6.8;Bom;;;
73;Pindorama;6958939;211100;Ligustrum lucidum ;Legusto;Árvore;0.9;6.8;Regular;;;
73;Pindorama;6958845;211115;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.2;6.8;Regular;;;
73;Pindorama;6958845;211114;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.4;6.8;Bom;;;
73;Pindorama;6958847;211118;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.69;6.8;Bom;;;
73;Pindorama;6958958;211094;Handroanthus heptaphyllus;Ipê-roxo;Árvore;1.7;6.8;Bom;;;
73;Pindorama;6959109;211049;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.4;7.65;Regular;;;
73;Pindorama;6959106;210991;Ficus benjamina;figueira Benjamina;Árvore;0.61;8.5;Bom;;;
73;Pindorama;6959085;211089;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.2;8.5;Bom;;;
73;Pindorama;6958029;211089;Handroanthus heptaphyllus;Ipê-roxo;Árvore;1.53;8.5;Bom;;;
73;Pindorama;6959108;211016;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.75;8.5;Regular;;;
73;Pindorama;6959109;210989;Ficus benjamina;figueira Benjamina;Árvore;1.01;9.35;Bom;;;
73;Pindorama;6959107;211011;Caesalpinia peltophoroides;Sibipiruna;Árvore;2.2;10.2;Bom;;;
73;Pindorama;6959108;211042;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.6;11.05;Bom;;;
74;Pindorama;6958831;211044;Hovenia dulcis;Uva-do-japão;Árvore;0.74;5.1;Regular;;;
74;Pindorama;6958757;211119;Ficus auriculata;Figueira-chilena;Árvore;1.03;5.1;Bom;;;
74;Pindorama;6958731;211133;Handroanthus chrysotrichus;Ipê;Árvore;0.58;7.25;Bom;;;
74;Pindorama;6958793;211143;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.67;7.65;Bom;;;
74;Pindorama;6958803;211142;Caesalpinia peltophoroides;Sibipiruna;Árvore;1.2;8.5;Regular;;;
75;Pindorama;6959777;210964;Eugenia involucrata;Cerejeira;Árvore;0.1;2.3;Bom;;;
75;Pindorama;6958793;210953;Eriobotrya japonica;Ameixa;Árvore;0.2;4.25;Bom;;;
75;Pindorama;6958770;210969;Lagerstroemia indica;Resedá;Árvore;0.24;4.25;Bom;;;
75;Pindorama;6958793;210954;Chamaecyparis obtusa;Cipreste;Árvore;0.3;4.25;Bom;;;
75;Pindorama;6958770;210968;Psidium guajava;Goiabeira;Árvore;0.2;5.1;Bom;;;
75;Pindorama;6958767;210971;Lagerstroemia indica;Resedá ;Árvore;0.25;5.1;Bom;;;
75;Pindorama;6958773;210967;Citrus sinensis;Laranjeira;Árvore;0.42;5.1;Bom;;;
75;Pindorama;6958800;210964;Cinnamomum zeylanicum;Canela-doce;Árvore;0.48;5.1;Bom;;;
75;Pindorama;6958815;210981;Ligustrum lucidum ;Legusto;Árvore;0.53;10.2;Bom;;;
76;Lago Frei Ivo;6958635;211271;Ficus luschnathiana;Figueira-mata-pau;Árvore;0.09;2.55;Bom;;;
76;Lago Frei Ivo;6958754;211302;Eugenia uniflora;Pitangueira;Árvore;0.12;2.55;Bom;;;
76;Pindorama;6958655;211243;Myrcianthes pungens;Guabiju;Árvore;0.24;2.55;Bom;;;
76;Pindorama;6958781;211243;Cinnamomum zeylanicum;Canela-doce;Árvore;0.15;2.9;Bom;;;
76;Lago Frei Ivo;6958693;211218;Cinnamomum zeylanicum;Canela-doce;Árvore;0.25;3.1;Bom;;;
76;Lago Frei Ivo;6958643;211298;Ficus cestrifolia;Figueira-mata-pau;Árvore;0.13;3.4;Bom;;;
76;Lago Frei Ivo;6958721;211306;Citrus limon;Limão;Árvore;0.15;3.4;Bom;;;
76;Lago Frei Ivo;6958682;211198;Melia azedarach;Cinamomo;Árvore;0.16;3.4;Bom;;;
76;Lago Frei Ivo;6958753;211292;Lonchocarpus nitidus;Rabo-de-bugio;Árvore;0.3;3.4;Bom;;;
76;Lago Frei Ivo;6958646;211300;Ficus luschnathiana;Figueira;Árvore;0.24;3.7;Bom;;;
76;Pindorama;6958746;211297;Platanus sp;Plátano;Árvore;0.41;4.2;Bom;;;
76;Lago Frei Ivo;6958752;211305;Eugenia uniflora;Pitangueira;Árvore;0.06;4.25;Bom;;;
76;Pindorama;6958746;211352;Caesalpinia peltophoroides;Sibipiruna;Árvore;0.11;4.25;Bom;;;
76;Pindorama;6958651;211189;Cinnamomum zeylanicum;Canela-doce;Árvore;0.17;4.25;Bom;;;
76;Lago Frei Ivo;6958743;211284;Balfourodendron riedelianum;Pau-marfim ;Árvore;0.2;5.1;Bom;;;
76;Lago Frei Ivo;6958634;211281;Ficus cestrifolia;Figueira-mata-pau;Árvore;0.26;5.1;Bom;;;
76;Lago Frei Ivo;6958722;211248;Hovenia dulcis;Uva-do-japão;Árvore;0.28;5.1;Bom;;;
76;Lago Frei Ivo;6958660;211240;Ligustrum lucidum ;Legusto;Árvore;0.3;5.1;Bom;;;
76;Lago Frei Ivo;6958723;211246;Eugenia uniflora;Pitangueira;Árvore;0.35;5.1;Bom;;;
76;Lago Frei Ivo;6958637;211254;Platanus sp;Plátano;Árvore;0.35;5.1;Bom;;;
76;Lago Frei Ivo;6958680;211323;Ligustrum lucidum ;Legusto;Árvore;0.4;5.1;Bom;;;
76;Lago Frei Ivo;6958739;211297;Ficus luschnathiana;Figueira;Árvore;0.4;5.1;Bom;;;
76;Lago Frei Ivo;6958721;211306;Ligustrum lucidum ;Legusto;Árvore;0.43;5.1;Bom;;;
76;Pindorama;6958635;211360;Cinnamomum zeylanicum;Canela-doce;Árvore;0.65;5.1;Bom;;;
76;Lago Frei Ivo;6958633;211273;Ficus luschnathiana;Figueira;Árvore;0.75;5.61;Bom;;;
76;Lago Frei Ivo;6958738;211286;Schinus terebinthifolius;Aroeira-Vermelha;Árvore;0.3;5.95;Bom;;;
76;Pindorama;6958846;211359;Cinnamomum zeylanicum;Canela-doce;Árvore;0.32;5.95;Bom;;;
76;Lago Frei Ivo;6958674;211318;Eriobotrya japonica;Ameixa;Árvore;0.37;5.95;Bom;;;
76;Lago Frei Ivo;6958669;211210;Ficus benjamina;figueira Benjamina;Árvore;0.43;5.95;Bom;;;
76;Pindorama;6958851;211368;Cinnamomum zeylanicum;Canela-doce;Árvore;0.45;5.95;Bom;;;
76;Pindorama;6958590;211279;Syzygium jambolanum;Jambolão;Árvore;0.55;5.95;Bom;;;
76;Lago Frei Ivo;6958670;211309;Hovenia dulcis;Uva-do-japão;Árvore;0.75;5.95;Bom;;;
76;Pindorama;6958642;211364;Mangifera indica;Mangueira;Árvore;0.9;5.95;Bom;;;
76;Pindorama;6958662;211324;Inga marginata;Ingá-de-porco;Árvore;1;6.4;Bom;;;
76;Lago Frei Ivo;6958743;211284;Ligustrum lucidum ;Legusto;Árvore;0.3;6.8;Bom;;;
76;Lago Frei Ivo;6958695;211243;Cupania vernalis;Camboatã-vermelho;Árvore;0.39;6.8;Bom;;;
76;Pindorama;6958664;211327;Handroanthus heptaphyllus;Ipê Roxo;Árvore;0.7;6.8;Regular;;;
76;Pindorama;6958799;211273;Ligustrum lucidum ;Legusto;Árvore;0.7;6.8;Bom;;;
76;Lago Frei Ivo;6958627;211257;Ficus luschnathiana;Figueira;Árvore;1;6.8;Bom;;;
76;Pindorama;6958789;211257;Ligustrum lucidum ;Legusto;Árvore;1.4;6.8;Bom;;;
76;Lago Frei Ivo;6958741;211285;Lonchocarpus nitidus;Rabo-de-bugio;Árvore;1.8;6.8;Bom;;;
76;Lago Frei Ivo;6958721;211306;Ficus cestrifolia;Figueira-mata-pau;Árvore;3.3;6.8;Bom;;;
76;Lago Frei Ivo;6958668;211325;Handroanthus heptaphyllus;Ipê-roxo;Árvore;0.45;7.65;Bom;;;
76;Lago Frei Ivo;6958703;211248;Holocalyx balansae;Alecrim-do-mato;Árvore;1;7.65;Bom;;;
76;Pindorama;6958762;211301;Ligustrum lucidum ;Legusto;Árvore;2.7;7.82;Bom;;;
76;Pindorama;6958727;211168;Tipuana tipu;Tipuana;Árvore;0.53;8.5;Bom;;;
76;Lago Frei Ivo;6958738;211286;Schinus terebinthifolius;Aroeira-Vermelha;Árvore;0.69;8.5;Bom;;;
76;Lago Frei Ivo;6958716;211186;Ficus luschnathiana;Figueira;Árvore;0.71;8.5;Bom;;;
76;Lago Frei Ivo;6958703;211321;Platanus sp;Plátano;Árvore;0.93;8.5;Bom;;;
76;Lago Frei Ivo;6958683;211243;Octea puberula;Canela guaicá;Árvore;1.1;8.5;Bom;;;
76;Lago Frei Ivo;6958684;211182;Ficus cestrifolia;Figueira-mata-pau;Árvore;1.23;8.5;Bom;;;
76;Pindorama;6958743;211168;Tipuana tipu;Tipuana;Árvore;1.4;8.5;Bom;;;
76;Lago Frei Ivo;6958688;211184;Ficus luschnathiana;Figueira ;Árvore;1.5;8.5;Bom;;;
76;Pindorama;6958748;211182;Tipuana tipu;Tipuana;Árvore;1.65;8.5;Bom;;;
76;Pindorama;6958802;211278;Cinnamomum zeylanicum;Canela-doce;Árvore;1.75;8.5;Bom;;;
76;Lago Frei Ivo;6958756;211280;Ligustrum lucidum ;Legusto;Árvore;2;8.5;Bom;;;
76;Lago Frei Ivo;6958665;211231;Ficus cestrifolia;Figueira Branca;Árvore;2.4;8.5;Bom;;;
76;Lago Frei Ivo;6958741;211284;Matayba sp;Camboatã-branco;Árvore;0.4;9.35;Bom;;;
76;Lago Frei Ivo;6958725;211242;Lonchocarpus nitidus;Rabo-de-bugio;Árvore;0.62;9.35;Bom;;;
76;Lago Frei Ivo;6958733;211220;Melia azedarach;Cinamomo;Árvore;0.7;9.35;Bom;;;
76;Lago Frei Ivo;6958728;211242;Macaerium paraguarienses;Farinha-seca;Árvore;0.8;9.35;Bom;;;
76;Lago Frei Ivo;6958713;211179;Tipuana tipu;Tipuana;Árvore;1.05;9.35;Bom;;;
76;Lago Frei Ivo;6958743;211284;sp32;não identificada;Árvore;0.21;10.2;Bom;;;
76;Lago Frei Ivo;6958694;211243;Cinnamomum zeylanicum;Canela-doce;Árvore;0.7;10.2;Bom;;;
76;Lago Frei Ivo;6958719;211244;Hovenia dulcis;Uva-do-japão;Árvore;0.8;10.2;Bom;;;
76;Lago Frei Ivo;6958722;211249;Hovenia dulcis;Uva-do-japão;Árvore;0.86;10.2;Bom;;;
76;Lago Frei Ivo;6958605;211226;Hovenia dulcis;Uva-do-japão;Árvore;0.94;10.2;Bom;;;
76;Lago Frei Ivo;6958692;211241;Diatenopemudo teryxrorbifolia;Maria Preta;Árvore;0.97;10.2;Bom;;;
76;Lago Frei Ivo;6958723;211249;Hovenia dulcis;Uva-do-japão;Árvore;1;10.2;Bom;;;
76;Pindorama;6958690;211241;Luehea divaricata;Açoita Cavalo;Árvore;1.05;10.2;Regular;;;
76;Pindorama;6958695;211245;Myrocarpus frondosus;Cabreuva;Árvore;1.07;10.2;Bom;;;
76;Pindorama;6958715;211170;Tipuana tipu;Tipuana;Árvore;1.45;10.2;Bom;;;
76;Lago Frei Ivo;6958685;211194;Ficus luschnathiana;Figueira;Árvore;2.9;10.71;Bom;;;
76;Pindorama;6958757;211197;Tipuana tipu;Tipuana;Árvore;1.3;11.05;Bom;;;
76;Lago Frei Ivo;6958754;211248;Ligustrum lucidum ;Legusto;Árvore;0.8;11.9;Bom;;;
76;Lago Frei Ivo;6958728;211242;Lonchocarpus muehlbergianus;Rabo-de-bugio;Árvore;0.9;11.9;Bom;;;
76;Lago Frei Ivo;6958738;211286;Lonchocarpus nitidus;Rabo-de-bugio;Árvore;1.4;11.9;Bom;;;
76;Lago Frei Ivo;6958733;211237;Apuleia leiocarpa;Grápia;Árvore;2.1;11.9;Bom;;;
76;Lago Frei Ivo;6958665;211314;Pinus sp;Pinus;Árvore;2.2;11.9;Bom;;;
76;Lago Frei Ivo;6958763;211221;Ficus cestrifolia;Figueira-Branca;Árvore;2.34;11.9;Bom;;;
76;Pindorama;6958684;211242;Eucaliptus sp;Eucalipto;Árvore;4;13.6;Regular;;;
77;Padre Gonzales;6962187;207775;Eriobotrya japonica;Ameixa;Árvore;0.32;3.4;Bom;;;
77;Padre Gonzales;6962190;207760;Prunus persica;Pêssego;Árvore;0.39;3.4;Bom;;;
77;Padre Gonzales;6962188;207753;Eriobotrya japonica;Ameixa;Árvore;0.35;5.1;Bom;;;
78;Padre Gonzales;6962062;207426;Lagerstroemia indica;Resedá;Árvore;0.2;1.6;Regular;;;
78;Padre Gonzales;6962053;207423;Lagerstroemia indica;Resedá;Árvore;0.2;1.6;Regular;;;
78;Padre Gonzales;6962043;207424;Lagerstroemia indica;Resedá;Árvore;0.3;1.8;Regular;;;
78;Padre Gonzales;6961945;207659;Ficus auriculata;Figueira-Chilena;Árvore;0.45;2.55;Regular;;;
78;Padre Gonzales;6961965;207666;Ficus auriculata;Figueira-Chilena;Árvore;0.52;2.55;Regular;;;
78;Padre Gonzales;6962043;207651;Cinnamomum zeylanicum;Canela-doce;Árvore;0.41;2.6;Bom;;;
78;Padre Gonzales;6961956;207668;Ficus auriculata;Figueira-Chilena;Árvore;0.45;3.4;Regular;;;
78;Padre Gonzales;6961942;207663;Ficus auriculata;Figueira-Chilena;Árvore;0.6;3.4;Regular;;;
78;Padre Gonzales;6961940;207651;Ficus auriculata;Figueira-Chilena;Árvore;0.5;3.74;Regular;;;
78;Padre Gonzales;6962010;207657;Cinnamomum zeylanicum;Canela-doce;Árvore;0.24;5.1;Regular;;;
78;Padre Gonzales;6962034;207654;Cinnamomum zeylanicum;Canela-doce;Árvore;0.27;5.1;Bom;;;
78;Padre Gonzales;6962028;207654;Cinnamomum zeylanicum;Canela-doce;Árvore;0.28;5.1;Bom;;;
78;Padre Gonzales;6962011;207658;Cinnamomum zeylanicum;Canela-doce;Árvore;0.3;5.1;Bom;;;
78;Padre Gonzales;6962000;207659;Cinnamomum zeylanicum;Canela-doce;Árvore;0.37;5.1;Bom;;;
78;Padre Gonzales;6962095;207418;Cinnamomum zeylanicum;Canela-doce;Árvore;0.5;5.1;Bom;;;
78;Padre Gonzales;6962035;207419;Cinnamomum zeylanicum;Canela-doce;Árvore;0.5;5.1;Bom;;;
78;Padre Gonzales;6962041;207654;Cinnamomum zeylanicum;Canela-doce;Árvore;0.59;5.1;Bom;;;
78;Padre Gonzales;6961928;207576;Octea puberula;Canela guaicá;Árvore;0.41;5.44;Regular;;;
78;Padre Gonzales;6962027;207657;Cinnamomum zeylanicum;Canela-doce;Árvore;0.46;5.95;Bom;;;
78;Padre Gonzales;6961930;207579;Octea puberula;Canela guaicá;Árvore;0.67;5.95;Péssimo;;;
78;Padre Gonzales;6961939;207634;Octea puberula;Canela guaicá;Árvore;1;5.95;Bom;;;
78;Padre Gonzales;6961928;207567;Octea puberula;Canela guaicá;Árvore;1;5.95;Bom;;;
78;Padre Gonzales;6962027;207656;Cinnamomum zeylanicum;Canela-doce;Árvore;0.45;6.8;Bom;;;
78;Padre Gonzales;6961936;207627;Octea puberula;Canela guaicá;Árvore;0.64;6.8;Bom;;;
78;Padre Gonzales;6961994;207663;Cinnamomum zeylanicum;Canela-doce;Árvore;0.7;6.8;Bom;;;
78;Padre Gonzales;6961940;207636;Cinnamomum zeylanicum;Canela-doce;Árvore;0.78;6.8;Bom;;;
78;Padre Gonzales;6962026;207657;Cinnamomum zeylanicum;Canela-doce;Árvore;0.45;7.65;Bom;;;
78;Padre Gonzales;6961941;207641;Octea puberula;Canela guaicá;Árvore;1.15;7.65;Bom;;;
78;Padre Gonzales;6962021;207657;Cinnamomum zeylanicum;Canela-doce;Árvore;0.7;8.5;Bom;;;
79;Padre Gonzales;6962038;207462;Lagerstroemia indica;Resedá;Árvore;0.22;2.1;Regular;;;
79;Padre Gonzales;6962084;207424;Lagerstroemia indica;Resedá;Árvore;0.22;2.85;Regular;;;
79;Padre Gonzales;6962051;207423;Lagerstroemia indica;Resedá;Árvore;0.27;3.4;Regular;;;
79;Padre Gonzales;6962065;207422;Mangifera indica;Mangueira;Árvore;0.5;5.1;Bom;;;
79;Padre Gonzales;6962046;207515;Ficus benjamina;figueira Benjamina;Árvore;1.7;6.8;Bom;;;
79;Padre Gonzales;6962047;207516;Ficus benjamina;figueira Benjamina;Árvore;1.8;6.8;Regular;;;
79;Padre Gonzales;6962044;207493;Ficus benjamina;figueira Benjamina;Árvore;2.4;6.8;Regular;;;
79;Padre Gonzales;6962042;207484;Ficus benjamina;figueira Benjamina;Árvore;1.22;7.65;Regular;;;
79;Padre Gonzales;6962042;207482;Ficus benjamina;figueira Benjamina;Árvore;1.45;7.65;Bom;;;
79;Padre Gonzales;6962045;207510;Ficus benjamina;figueira Benjamina;Árvore;1.55;7.65;Regular;;;
79;Padre Gonzales;6962042;207489;Ficus benjamina;figueira Benjamina;Árvore;0.91;7.82;Regular;;;
79;Padre Gonzales;6962044;207503;Ficus benjamina;figueira Benjamina;Árvore;1.8;7.82;Bom;;;
79;Padre Gonzales;6962041;207478;Ficus benjamina;figueira Benjamina;Árvore;2.1;7.82;Regular;;;
80;Padre Gonzales;6962119;207215;Cinnamomum zeylanicum;Canela-doce;Árvore;0.1;3.4;Bom;;;
80;Padre Gonzales;6962118;207196;Cinnamomum zeylanicum;Canela-doce;Árvore;0.15;3.4;Bom;;;
80;Padre Gonzales;6962119;207213;Cinnamomum zeylanicum;Canela-doce;Árvore;0.17;4.25;Bom;;;
80;Padre Gonzales;6962129;207216;Chamaecyparis obtusa;Cipreste;Árvore;0.7;4.25;Bom;;;
80;Padre Gonzales;6962116;207213;Cinnamomum zeylanicum;Canela-doce;Árvore;0.13;4.42;Bom;;;
80;Padre Gonzales;6962119;207199;Cinnamomum zeylanicum;Canela-doce;Árvore;0.2;5.1;Bom;;;
80;Padre Gonzales;6962116;207212;Cinnamomum zeylanicum;Canela-doce;Árvore;0.37;5.1;Bom;;;
80;Padre Gonzales;6962131;207217;Chamaecyparis obtusa;Cipreste;Árvore;0.8;5.1;Bom;;;
80;Padre Gonzales;6962146;207211;Ficus auriculata;Figueira-chilena;Árvore;0.85;5.1;Regular;;;
80;Padre Gonzales;6962128;207217;Chamaecyparis obtusa;Cipreste;Árvore;1.3;5.1;Bom;;;
80;Padre Gonzales;6962113;207186;Mangifera indica;Mangueira;Árvore;0.9;6.12;Bom;;;
80;Padre Gonzales;6962119;207208;Cinnamomum zeylanicum;Canela-doce;Árvore;0.25;6.8;Bom;;;
80;Padre Gonzales;6962119;207280;Cinnamomum zeylanicum;Canela-doce;Árvore;0.58;6.8;Bom;;;
80;Padre Gonzales;6962115;207188;Mangifera indica;Mangueira;Árvore;0.65;6.8;Bom;;;
80;Padre Gonzales;6962120;207205;Cinnamomum zeylanicum;Canela-doce;Árvore;0.6;7.65;Bom;;;
80;Padre Gonzales;6962119;207202;Cinnamomum zeylanicum;Canela-doce;Árvore;0.52;7.82;Bom;;;
80;Padre Gonzales;6962159;207203;Mangifera indica;Mangueira;Árvore;1.51;7.82;Bom;;;
80;Padre Gonzales;6962120;207211;Cinnamomum zeylanicum;Canela-doce;Árvore;0.35;8.5;Bom;;;